word,phonetic,pos,definition,source
ambitious,æm'bɪʃəs,,a.野心勃勃的；有雄心的；热望的；炫耀的,GMAT
ambivalent,æm'bɪvələnt,,a.矛盾的；好恶相克的,GMAT
amenable,ə'minəbl,,a.有责任的：顺从的，服从的；有义务的；经得起检验的,GMAT
amend,ə'mɛnd,,v.修改；改善，改进 n.(Amend)人名；(德、英)阿门德,GMAT
amenity,ə'mɛnəti,,n.舒适；礼仪；愉快；便利设施,GMAT
amphitheater,",æmfɪ'θɪətɚ",,n.竞技场；[建] 圆形露天剧场；古罗马剧场,GMAT
ample,'æmpl,,a.丰富的；足够的；宽敞的 n.(Ample)人名；(西)安普尔,GMAT
amplifier,'æmplɪfaɪɚ,,n.[电子] 放大器，扩大器；扩音器,GMAT
amplify,'æmplɪfaɪ,,v.放大，扩大；增强；详述,GMAT
amplitude,'æmplə'tʊd,,n.振幅；丰富，充足；广阔,GMAT
anaerobic,",ænɛ'robɪk",,a.[微] 厌氧的，[微] 厌气的；没有气而能生活的,GMAT
analogy,ə'nælədʒi,,n.类比；类推；类似,GMAT
anatomical,",ænə'tɑmɪkl",,a.解剖的；解剖学的；结构上的,GMAT
anatomy,ə'nætəmi,,n.解剖；解剖学；剖析；骨骼,GMAT
ancestor,'ænsɛstɚ,,n.始祖，祖先；被继承人,GMAT
ancestry,'ænsɛstri,,n.祖先；血统,GMAT
anecdotal,",ænɪk'dotl",,a.轶事的；轶事一样的；多轶事的,GMAT
anemia,ə'nimɪə,,n.贫血；贫血症,GMAT
anesthesia,",ænəs'θiʒə",,n.麻醉；麻木（等于anaesthesia）,GMAT
animate,'ænɪmet,,v.使有生气；使活泼；鼓舞；推动 a.有生命的,GMAT
animosity,'ænə'mɑsəti,,n.憎恶，仇恨，敌意,GMAT
announce,ə'naʊns,,v.宣布；述说；预示；播报,GMAT
announcement,ə'naʊnsmənt,,n.公告；宣告；发表；通告,GMAT
anole,ə'nəuli,,n.变色龙,GMAT
anomaly,ə'nɑməli,,n.异常；不规则；反常事物,GMAT
anonymous,ə'nɑnəməs,,a.匿名的，无名的；无个性特征的,GMAT
answerable,'ænsərəbl,,a.应负责任的；可回答的；有责任的,GMAT
antagonism,æn'tæɡənɪzəm,,n.对抗，敌对；对立；敌意,GMAT
antedate,",æntɪ'det",,v.先于；前于 n.比实际提前的日期,GMAT
anterior,æn'tɪrɪɚ,,a.前面的；先前的,GMAT
anthropologist,",ænθrə'pɑlədʒɪst",,n.人类学家；人类学者,GMAT
antibiotic,",æntɪbaɪ'ɑtɪk; ˌæntaɪ-",,a.抗生的；抗菌的 n.抗生素，抗菌素,GMAT
antibiotics,",æntɪbaɪ'ɑtɪks",,n.[药] 抗生素；抗生学,GMAT
antibody,'æntɪ'bɑdi,,n.[免疫] 抗体,GMAT
anticipate,æn'tɪsə'pet,,v.预期，期望；占先，抢先；提前使用,GMAT
antifreeze,'æntɪfriz,,n.[助剂] 防冻剂,GMAT
antiquated,'æntɪkwetɪd,,a.过时的；陈旧的；年老的 v.使古旧；废弃（antiquate的过去分词）,GMAT
antique,æn'tik,,a.古老的，年代久远的；过时的，古董的；古风的，古式的 n.古董，古玩；古风，古希腊和古罗马艺术风格 v.觅购古玩,GMAT
antiquity,æn'tɪkwəti,,n.高龄；古物；古代的遗物,GMAT
antitrust,",æntɪ'trʌst",,a.[经] 反垄断的；[经] 反托拉斯的,GMAT
aperiodic,",epɪrɪ'ɑdɪk",,a.不定期的；非周期性的,GMAT
apex,'epɛks,,n.顶点；尖端,GMAT
apiece,ə'pis,,ad.每人；每个；各自地,GMAT
apparatus,ˌæpəˈrætəs,,n.装置，设备；仪器；器官,GMAT
apparel,ə'pærəl,,n.服装；衣服 v.给…穿衣,GMAT
apparent,ə'pærənt,,a.显然的；表面上的,GMAT
appeal,ə'pil,,v.呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判 n.呼吁，请求；吸引力，感染力；上诉；诉诸裁判,GMAT
appendicitis,"ə,pɛndə'saɪtɪs",,n.[医] 阑尾炎；盲肠炎,GMAT
appetite,'æpɪtaɪt,,n.食欲；嗜好,GMAT
appliance,ə'plaɪəns,,n.器具；器械；装置,GMAT
applicable,'æplɪkəbl,,a.可适用的；可应用的；合适的,GMAT
appoint,ə'pɔɪnt,,v.任命；指定；约定,GMAT
apportion,ə'pɔrʃən,,v.分配，分派；分摊,GMAT
apprentice,ə'prɛntɪs,,n.学徒；生手 v.使…当学徒,GMAT
apprenticeship,ə'prɛntɪʃɪp,,n.学徒期；学徒身分,GMAT
approbation,'æprə'beʃən,,n.认可；赞许；批准,GMAT
appropriate,əˈpropriɪt,,a.适当的；恰当的；合适的 v.占用，拨出,GMAT
appropriation,"ə,proprɪ'eʃən",,n.拨款；挪用,GMAT
approval,əˈpruvl,,n.批准；认可；赞成,GMAT
approve,ə'prʊv,,v.批准；赞成；为…提供证据,GMAT
aquarium,ə'kwɛrɪəm,,n.水族馆；养鱼池；玻璃缸,GMAT
aquatic,ə'kwætɪk,,a.水生的；水栖的；在水中或水面进行的 n.水上运动；水生植物或动物,GMAT
arable,'ærəbl,,a.适于耕种的；可开垦的 n.耕地,GMAT
arbitrary,ˈɑːrbətreri,,a.[数] 任意的；武断的；专制的,GMAT
arboreal,ɑr'bɔrɪəl,,a.树木的；栖息在树上的,GMAT
arch,ɑrtʃ,,n.弓形，拱形；拱门 a.主要的 v.使…弯成弓形；用拱连接,GMAT
archaeological,",ɑ:kiə'lɔdʒikəl",,a.[古] 考古学的；[古] 考古学上的,GMAT
archaeologist,",ɑrkɪ'ɑlədʒɪst",,n.考古学家,GMAT
archaeology,",ɑrkɪ'ɑlədʒi",,n.考古学,GMAT
archenemy,'ɑ:tʃ'enəmi,,n.主要敌人，大敌；撒旦，魔王,GMAT
architect,'ɑrkɪtɛkt,,n.建筑师,GMAT
ardent,'ɑrdnt,,a.热情的；热心的；激烈的；燃烧般的 n.(Ardent)人名；(法)阿尔当,GMAT
arid,'ærɪd,,a.干旱的；不毛的，[农] 荒芜的,GMAT
aristocracy,",ærɪ'stɑkrəsi",,n.贵族；贵族统治；上层社会；贵族政治,GMAT
arithmetic,ə'rɪθmətɪk,,n.算术，算法,GMAT
array,ə're,,n.数组，阵列；排列，列阵；大批，一系列；衣服 v.排列，部署；打扮,GMAT
arrest,ə'rɛst,,v.逮捕；阻止；吸引 n.逮捕；监禁,GMAT
artery,'ɑrtəri,,n.动脉；干道；主流,GMAT
arthritis,ɑr'θraɪtɪs,,n.[外科] 关节炎,GMAT
artifact,"'ɑrtə,fækt",,n.人工制品；手工艺品,GMAT
artificial,",ɑrtɪ'fɪʃl",,a.人造的；仿造的；虚伪的；非原产地的；武断的,GMAT
artisan,'ɑrtəzn,,n.工匠，技工,GMAT
ascending,ə'sɛndɪŋ,,a.上升的 v.上升；获得（ascend的ing形式）；追溯,GMAT
ascribe,ə'skraɪb,,v.归因于；归咎于,GMAT
aspect,'æspɛkt,,n.方面；方向；形势；外貌,GMAT
aspen,'æspən,,a.山杨的；类似白杨的；颤抖的 n.山杨,GMAT
aspersion,ə'spɝʒən,,n.中伤，诽谤；洒水,GMAT
aspiration,'æspə'reʃən,,n.渴望；抱负；送气；吸气；吸引术,GMAT
assemble,ə'sɛmbl,,v.集合，聚集；装配；收集,GMAT
assembler,ə'sɛmblɚ,,n.汇编程序；汇编机；装配工,GMAT
assert,ə'sɝt,,v.维护，坚持；断言；主张；声称,GMAT
assertion,ə'sɝʃən,,n.断言，声明；主张，要求；坚持；认定,GMAT
assess,ə'sɛs,,v.评定；估价；对…征税,GMAT
asset,'æsɛt,,n.资产；优点；有用的东西；有利条件；财产；有价值的人或物,GMAT
assign,ə'saɪn,,v.分配；指派；[计][数] 赋值,GMAT
assist,ə'sɪst,,n.帮助；助攻 v.参加；出席,GMAT
associate,ə'soʃɪet,,v.交往；结交 n.同事，伙伴；关联的事物 a.副的；联合的,GMAT
association,"ə,soʃɪ'eʃən",,n.协会，联盟，社团；联合；联想,GMAT
assume,ə'sum,,v.假定；设想；承担；采取,GMAT
assumption,ə'sʌmpʃən,,n.假定；设想；担任；采取,GMAT
asteroid,'æstərɔɪd,,n.[天] 小行星；[无脊椎] 海盘车；小游星 a.星状的,GMAT
asthma,'æzmə,,n.[内科][中医] 哮喘，气喘,GMAT
astronomical,",æstrə'nɑmɪkl",,a.天文的，天文学的；极大的,GMAT
astronomy,ə'strɑnəmi,,n.天文学,GMAT
atmosphere,'ætməsfɪr,,n.气氛；大气；空气,GMAT
attain,ə'ten,,v.达到，实现；获得；到达 n.成就,GMAT
attempt,ə'tɛmpt,,n.企图，试图；攻击 v.企图，试图；尝试,GMAT
attendance,ə'tɛndəns,,n.出席；到场；出席人数；考勤,GMAT
attendee,ə'tɛn'di,,n.出席者；在场者,GMAT
attorney,ə'tɝni,,n.律师；代理人；检查官,GMAT
attraction,ə'trækʃən,,n.吸引，吸引力；引力；吸引人的事物,GMAT
attributable,ə'trɪbjətəbl,,a.可归于…的；可归属的,GMAT
attrition,ə'trɪʃən,,n.摩擦；磨损；消耗,GMAT
auction,'ɔkʃən,,v.拍卖；竞卖 n.拍卖,GMAT
audiophile,'ɔdɪofaɪl,,n.唱片爱好者；爱玩高级音响的人,GMAT
audit,'ɔdɪt,,v.审计；[审计] 查账 n.审计；[审计] 查账,GMAT
auditorium,",ɔdɪ'tɔrɪəm",,n.礼堂，会堂；观众席,GMAT
aura,'ɔrə,,n.光环；气氛；（中风等的）预兆；气味,GMAT
aurora,ɔ:'rɔ:rə,,n.[地物] 极光；曙光,GMAT
austere,ɔ'stɪr,,a.严峻的；简朴的；苦行的；无装饰的,GMAT
authentic,ɔ'θɛntɪk,,a.真正的，真实的；可信的,GMAT
authenticate,ɔ'θɛntɪket,,v.鉴定；证明…是真实的,GMAT
authoritative,ə'θɔrətetɪv,,a.有权威的；命令式的；当局的,GMAT
authority,ə'θɔrəti,,n.权威；权力；当局,GMAT
authorize,'ɔθəraɪz,,v.批准，认可；授权给；委托代替,GMAT
autobiography,",ɔtəbaɪ'ɑɡrəfi",,n.自传；自传文学,GMAT
automate,'ɔtəmet,,v.使自动化，使自动操作,GMAT
automatic,'ɔtə'mætɪk,,a.自动的；无意识的；必然的 n.自动机械；自动手枪,GMAT
automation,",ɔtə'meʃən",,n.自动化；自动操作,GMAT
automobile,",ɔtəmə'bil",,n.汽车 v.驾驶汽车,GMAT
autonomy,ɔ'tɑnəmi,,n.自治，自治权,GMAT
availability,"ə,velə'bɪləti",,n.可用性；有效性；实用性,GMAT
avalanche,'ævəlæntʃ,,n.雪崩 v.雪崩,GMAT
aversion,ə'vɝʒn,,n.厌恶；讨厌的人,GMAT
avian,'evɪən,,a.鸟的；鸟类的 n.鸟,GMAT
aviation,",evɪ'eʃən",,n.航空；飞行术；飞机制造业,GMAT
avidly,'ævidli,,ad.贪心地；热心地,GMAT
avoid,ə'vɔɪd,,v.避免；避开，躲避；消除,GMAT
backwater,'bækwɔtɚ,,n.回水；死水；停滞不进的状态或地方,GMAT
bacterium,bæk'tɪrɪəm,,n.[微] 细菌；杆菌属,GMAT
balcony,'bælkəni,,n.阳台；包厢；戏院楼厅,GMAT
ballistic,bə'lɪstɪk,,a.弹道的；射击的,GMAT
bankruptcy,'bæŋkrʌptsi,,n.破产,GMAT
bar,bɑr,,n.条，棒；酒吧；障碍；法庭 v.禁止；阻拦 prep.除……外,GMAT
barb,bɑrb,,v.装倒钩于 n.箭头鱼钩等的倒钩；伤人的话,GMAT
bark,bɑrk,,n.树皮；深青棕色；毛皮；皮肤；狗叫 v.狗叫；尖叫；剥皮,GMAT
barracks,'bærəks,,n.兵营，营房；简陋的房子；警察所（barrack的复数） v.使驻扎军营里；住在工房、棚屋里；（澳）大声鼓噪（barrack的三单形式）,GMAT
barrel,'bærəl,,v.把……装入桶内 n.桶；枪管，炮管,GMAT
barren,'bærən,,a.贫瘠的；不生育的；无益的；沉闷无趣的；空洞的 n.荒地,GMAT
barrier,'bærɪɚ,,n.障碍物，屏障；界线 vt.把…关入栅栏,GMAT
batch,bætʃ,,n.一批；一炉；一次所制之量 v.分批处理,GMAT
battalion,bə'tæljən,,n.营，军营；军队，部队,GMAT
bead,bid,,n.珠子；滴；念珠 v.形成珠状，起泡,GMAT
beam,bim,,n.横梁；光线；电波；船宽；[计量] 秤杆 v.发送；以梁支撑；用…照射；流露,GMAT
bearer,'bɛrɚ,,n.持票人；[建] 承木；[机] 托架；送信人；搬运工人,GMAT
beckon,'bɛkən,,v.召唤；吸引 n.表召唤的点头；手势,GMAT
beehive,'bihaɪv,,n.蜂窝；蜂箱,GMAT
behavioral,bɪ'hevjərəl,,a.行为的,GMAT
bellows,'bɛloz,,n.波纹管；风箱；皮老虎,GMAT
benchmark,'bɛntʃmɑrk,,n.基准；标准检查程序 v.用基准问题测试（计算机系统等）,GMAT
benefactor,'bɛnɪfæktɚ,,n.恩人；捐助者；施主,GMAT
beneficiary,",bɛnɪ'fɪʃɪɛri",,n.[金融] 受益人，受惠者；封臣 a.拥有封地的；受圣俸的,GMAT
benefit,'bɛnɪfɪt,,n.利益，好处；救济金 v.有益于，对…有益,GMAT
benevolence,bə'nɛvələns,,n.仁慈；善行,GMAT
bestow,bɪ'sto,,v.使用；授予；放置；留宿,GMAT
betrayal,bɪ'treəl,,n.背叛；辜负；暴露,GMAT
off,ɔf,,prep.离开；脱落 ad.切断；走开 a.远离的；空闲的,GMAT
beverage,'bɛvərɪdʒ,,n.饮料,GMAT
bias,'baɪəs,,n.偏见；偏爱；斜纹；乖离率 v.使存偏见 a.偏斜的 ad.偏斜地,GMAT
bicker,'bɪkɚ,,v.闪动；斗嘴；潺潺而流 n.吵嘴；口角；（水的）潺潺声,GMAT
bid,bɪd,,v.投标；出价；表示；吩咐 n.出价；叫牌；努力争取,GMAT
bifurcation,",baɪfɚ'keʃən",,n.分歧，分叉；分歧点,GMAT
bilateral,",baɪ'lætərəl",,a.双边的；有两边的,GMAT
billing,'bɪlɪŋ,,n.广告；记帐；开发票；演员表；总账款 v.开帐单（bill的ing形式）,GMAT
bind,baɪnd,,v.结合；装订；有约束力；过紧 n.捆绑；困境；讨厌的事情；植物的藤蔓,GMAT
biodegradable,",baɪodɪ'ɡredəbl",,a.生物所能分解的，能进行生物降解的,GMAT
bioengineer,"'baiəu,endʒi'niə",,n.生物工程师,GMAT
biography,baɪ'ɑɡrəfi,,n.传记；档案；个人简介,GMAT
biomedical,",baiəu'medikəl",,a.生物医学的,GMAT
biophysicist,",baɪo'fɪzəsɪst",,n.生物物理学家,GMAT
biosphere,'baɪosfɪr,,n.生物圈,GMAT
bisect,baɪ'sɛkt,,v.平分；二等分,GMAT
bizarre,bɪ'zɑr,,a.奇异的（指态度，容貌，款式等）,GMAT
blackout,'blækaʊt,,n.灯火管制；灯火熄灭；暂时的意识丧失,GMAT
bland,blænd,,a.乏味的；温和的；冷漠的 vt.使…变得淡而无味；除掉…的特性 vi.变得平淡无奇；丧失特性 n.(Bland)人名；(英)布兰德,GMAT
blast,blæst,,n.爆炸；冲击波；一阵 v.猛攻,GMAT
bloc,'blɔk,,n.集团,GMAT
block,blɑk,,n.块；街区；大厦；障碍物 v.阻止；阻塞；限制；封盖 a.成批的，大块的；交通堵塞的,GMAT
blot,blɑt,,v.吸墨水；弄上墨渍或污渍 n.污点，污渍；墨水渍,GMAT
bluegrass,'bluɡræs,,n.莓系属的牧草；早熟禾属植物,GMAT
bluntly,'blʌntli,,ad.坦率地，直率地；迟钝地,GMAT
boarder,'bɔrdɚ,,n.寄膳者；寄膳宿者；寄宿生,GMAT
boardinghouse,"'bordɪŋ,haʊs",,n.公寓；供膳食的寄宿处,GMAT
bold,bold,,a.大胆的，英勇的；黑体的；厚颜无耻的；险峻的 n.(Bold)人名；(英、德、罗、捷、瑞典)博尔德,GMAT
bolster,'bolstɚ,,n.支持；长枕 v.支持；支撑,GMAT
bolt,bolt,,n.螺栓，螺钉；闪电，雷电；门闩；弩箭;（布的）一匹，一卷 v.筛选；囫囵吞下；（把门、窗等）闩上；突然说出，脱口说出 ad.突然地；像箭似地；直立地,GMAT
bombard,bɑm'bɑrd,,v.轰炸；炮击 n.射石炮,GMAT
bond,bɑnd,,n.债券；结合；约定；粘合剂；纽带 v.结合，团结在一起,GMAT
bonus,'bonəs,,n.奖金；红利；额外津贴,GMAT
boom,buːm,,v.使兴旺；发隆隆声 n.繁荣；吊杆；隆隆声,GMAT
boomerang,'buməræŋ,,n.飞去来器；自食其果的行为；回飞棒,GMAT
boost,bʊst,,v.促进；增加；支援 n.推动；帮助；宣扬,GMAT
booth,bʊθ,,n.货摊；公用电话亭,GMAT
boreal,'borɪəl,,a.北的，北方的；北风的 n.(Boreal)人名；(法)博雷亚尔,GMAT
bounce,baʊns,,n.跳；弹力；活力 v.弹跳；使弹起,GMAT
bound,baʊnd,,a.有义务的；必定的；受约束的；装有封面的 v.束缚；使跳跃 n.范围；跳跃,GMAT
bounty,'baʊnti,,n.慷慨；丰富；奖励金；赠款 vt.发给…奖金等；为…而发给赏金 vi.以赏金等形式发放,GMAT
bourgeois,",bʊr'ʒwɑ",,n.资本家；九点活字；中产阶级的人；追求物质享受和社会地位者 a.资产阶级的；中产阶级的；贪图享受的,GMAT
bower,'baʊɚ,,n.凉亭；树阴处,GMAT
boycott,'bɔɪkɑt,,v.联合抵制；拒绝参加 n.联合抵制,GMAT
brace,bres,,n.支柱；[语] 大括号；曲柄 v.支撑；振作起来；激励；撑牢 a.曲柄的,GMAT
brass,bræs,,n.黄铜；黄铜制品；铜管乐器；厚脸皮,GMAT
brew,brʊ,,v.酿造；酝酿 n.啤酒；质地,GMAT
brochure,bro'ʃʊr,,n.手册，小册子,GMAT
broker,'brokɚ,,n.经纪人，掮客 v.作为权力经纪人进行谈判,GMAT
brokerage,'brokərɪdʒ,,n.佣金；回扣；中间人业务,GMAT
bronze,brɑnz,,n.青铜；古铜色；青铜制品 a.青铜色的；青铜制的 v.镀青铜于,GMAT
brutal,'brutl,,a.残忍的；野蛮的，不讲理的,GMAT
bucket,'bʌkɪt,,n.桶，水桶；铲斗；一桶的量 v.倾盆而下；颠簸着行进,GMAT
budget,'bʌdʒɪt,,n.预算，预算费 v.安排，预定；把…编入预算 a.廉价的,GMAT
budworm,'bʌdwə:m,,n.蚜虫,GMAT
buffalo,'bʌfəlo,,n.[畜牧][脊椎] 水牛；[脊椎] 野牛（产于北美）；水陆两用坦克,GMAT
buffer,'bʌfɚ,,n.[计] 缓冲区；缓冲器，[车辆] 减震器 v.缓冲,GMAT
bulge,bʌldʒ,,n.胀；膨胀；凸出部分 v.使膨胀；使凸起,GMAT
bulk,bʌlk,,n.体积，容量；大多数，大部分；大块 v.使扩大，使形成大量；使显得重要,GMAT
buoyant,'bujənt,,a.轻快的；有浮力的；上涨的,GMAT
burden,'bɝdn,,n.负担；责任；船的载货量 v.使负担；烦扰；装货于,GMAT
bureau,'bjʊro,,n.局，处；衣柜；办公桌,GMAT
burglarize,"'bɝglə,raɪz",,v.夜盗；行窃,GMAT
