word,phonetic,pos,definition,source
exactly,ɪɡ'zæktli,,ad.确切地；精确地,人教初中九年级
pride,praɪd,,n.自豪；骄傲,人教初中九年级
take pride in,,,为...感到自豪,人教初中九年级
grandson,'ɡrænsʌn,,n.孙子；外孙,人教初中九年级
general,'dʒɛnrəl,,a.普遍的；常规的；总的 n.将军,人教初中九年级
introduction,",ɪntrə'dʌkʃən",,n.介绍,人教初中九年级
Paula,'pɔ:lə,,葆拉 （女名）,人教初中九年级
Alfred,'ælfrɪd,,艾尔弗雷德（男名）,人教初中九年级
Billy,'bili,,比利（男名）,人教初中九年级
Candy,'kændi:,,坎迪（女名）,人教初中九年级
Jerry,'dʒeri,,杰里（男名）；杰丽（女名）,人教初中九年级
Emily,'emili,,埃米莉（女名）,人教初中九年级
material,mə'tɪrɪəl,,n.衣料，布料；材料，原料,人教初中九年级
chopsticks,"'tʃɑp,stɪks",,n.筷子,人教初中九年级
coin,kɔɪn,,n.硬币,人教初中九年级
fork,fɔrk,,n.餐叉，叉子,人教初中九年级
blouse,blaʊs,,n.（女士）短上衣；衬衫,人教初中九年级
sliver,'slɪvɚ,,n.小块，薄片；碎片，裂片,人教初中九年级
glass,ɡlæs,,n.玻璃,人教初中九年级
cotton,'kɑtn,,n.棉；棉花,人教初中九年级
steel,stil,,n.钢；钢铁,人教初中九年级
grass,ɡræs,,n.草；草地,人教初中九年级
leaf.,lif,,n.叶；叶子,人教初中九年级
produce,prəˈdus;(for n.)ˈprɒdus; prɑdus,,v.引起；造成；产生；制造；生产；出产,人教初中九年级
widely,'waɪdli,,ad.广泛地；普遍地,人教初中九年级
process,proˈsɛs;(for n.)prɑsɛs,,v.加工；处理,人教初中九年级
France,frɑːns,,法国,人教初中九年级
no matter,,,不论；无论,人教初中九年级
local,ˈloʊkl,,a.当地的；本地的,人教初中九年级
even though,,,虽然；即使,人教初中九年级
brand,brænd,,n.品牌；牌子,人教初中九年级
avoid,ə'vɔɪd,,v.避免；回避,人教初中九年级
product,'prɑdʌkt,,n.产品；制品,人教初中九年级
handbag,'hænd'bæg,,n.小手提包,人教初中九年级
mobile,ˈməʊbl;mobil,,a.可移动的；非固定的,人教初中九年级
Germany,'dʒɝməni,,德国,人教初中九年级
surface,'sɝfɪs,,n.表面；表层,人教初中九年级
postman,'postmən,,n.邮递员,人教初中九年级
cap,kæp,,n.（尤指有帽舌的）帽子,人教初中九年级
glove,ɡlʌv,,n.（分手指的）手套,人教初中九年级
international,",ɪntɚ'næʃnəl",,a.国际的,人教初中九年级
competitor,kəm'pɛtɪtɚ,,n.竞争者；参赛者,人教初中九年级
paint,pent,,v.刷漆；作画,人教初中九年级
its,ɪts,,a.它的,人教初中九年级
form,fɔrm,,n.类型；形式,人教初中九年级
clay,kle,,n.黏土；陶土,人教初中九年级
balloon,bə'lun,,n.气球,人教初中九年级
scissors,'sɪzɚz,,n.(pl) 剪刀,人教初中九年级
lively,'laɪvli,,a.生气勃勃的；（色彩）鲜艳的,人教初中九年级
fairy,'fɛri,,n.仙子，小精灵,人教初中九年级
heat,hit,,n.热；高温,人教初中九年级
polish,'pɑlɪʃ,,v.修改；润色；磨光，擦光,人教初中九年级
complete,kəm'plit,,v.完成,人教初中九年级
Korea,kə'rɪr,,朝鲜；韩国,人教初中九年级
Switzerland,'swɪtsələnd,,瑞士,人教初中九年级
San Francisco,,,圣弗朗西斯科（旧金山，美国城市）,人教初中九年级
Pam,pæm,,帕姆（女名）,人教初中九年级
heel,hil,,n.鞋跟；足跟,人教初中九年级
electricity,ɪ'lɛk'trɪsəti,,n.电；电能,人教初中九年级
scoop,skup,,n.勺；铲子,人教初中九年级
style,staɪl,,n.样式；款式,人教初中九年级
project,prəˈdʒɛkt; prɑdʒɛkt,,n.项目；工程,人教初中九年级
pleasure,ˈplɛʒɚ,,n.高兴；愉快,人教初中九年级
zipper,ˈzɪpə,,n.(zip) 拉链；拉锁,人教初中九年级
daily,'delɪ,,a.每日的；日常的,人教初中九年级
website,'websait,,n.网站,人教初中九年级
pioneer,",paɪə'nɪr",,n.先锋；先驱,人教初中九年级
list,lɪst,,v.列表；列清单 n.名单；清单,人教初中九年级
mention,'mɛnʃən,,v.提到；说到,人教初中九年级
by accident,,,偶然；意外地,人教初中九年级
nearly,'nɪrli,,ad.几乎；差不多,人教初中九年级
boil,bɔɪl,,v.煮沸；烧开,人教初中九年级
smell,smɛl,,n.气味 v.闻到；发出气味,人教初中九年级
saint,sent,,n.圣人；圣徒,人教初中九年级
take place,,,发生；出现,人教初中九年级
doubt,daʊt,,n.怀疑 v.怀疑,人教初中九年级
without doubt,,,毫无疑问；的确,人教初中九年级
fridge,frɪdʒ,,n.冰箱,人教初中九年级
translate,træns'let,,v.翻译,人教初中九年级
lock,lɑk,,v.锁上；锁住,人教初中九年级
earthquake,,,n.地震,人教初中九年级
sudden,'sʌdn,,a.突然（的）,人教初中九年级
all of a sudden,,,突然；猛地,人教初中九年级
biscuit,'bɪskɪt,,n.饼干,人教初中九年级
cookie,'kʊki,,n.曲奇饼,人教初中九年级
instrument,'ɪnstrəmənt,,n.器械； 仪器；工具,人教初中九年级
crispy,'krɪspi,,a.脆的；酥脆的,人教初中九年级
sour,'saʊɚ,,a.酸的；有酸味的,人教初中九年级
by mistake,,,错误地；无意中,人教初中九年级
customer,'kʌstəmɚ,,n.顾客；客户,人教初中九年级
Canadian,kə'nedɪən,,a.加拿大的；加拿大人的 n.加拿大人,人教初中九年级
divide,dɪ'vaɪd,,v.分开；分散,人教初中九年级
divide ... into,,,把...分开,人教初中九年级
purpose,'pɝpəs,,n.目的；目标,人教初中九年级
basket,'bæskɪt,,n.篮；筐,人教初中九年级
the Olympics,,,奥林匹克运动会,人教初中九年级
look up to,,,钦佩；仰慕,人教初中九年级
hero,'hɪro,,n.英雄；男主角,人教初中九年级
Berlin,bɝ'lɪn,,柏林（德国城市）,人教初中九年级
NBA,",ɛn bi 'e",,abbr.全美篮球协会(National Basketball Association)，国家篮球协会 （美国职业篮球联赛）,人教初中九年级
CBA,,,abbr.中国篮球协会(China Basketball Association)，中国篮球协会（中国职业篮球联赛）,人教初中九年级
Chelsea Lanmon,,,切尔西 • 兰曼,人教初中九年级
Jayce  Coziar,,,杰斯 • 克里亚,人教初中九年级
Jamie Ellsworth,,,杰米 • 埃尔斯沃恩,人教初中九年级
Julie   Thompson,,,朱莉 • 汤普森,人教初中九年级
Whitcomb   Judson,,,惠特科姆 • 贾德森,人教初中九年级
Thomas  Watson,,,托马斯 • 沃森,人教初中九年级
George   Crum,,,乔治 • 克拉姆,人教初中九年级
James  Naismith,,,詹姆斯 • 奈史密斯,人教初中九年级
smoke,smok,,v.吸烟；冒烟 n.烟,人教初中九年级
pierce,pɪrs,,v.扎；刺破；穿透,人教初中九年级
license,'laɪsns,,(licence) 证；证件,人教初中九年级
safety,'sefti,,n.安全；安全性,人教初中九年级
earring,'ɪrɪŋ,,n.耳环；耳饰,人教初中九年级
cry,kraɪ,,v.哭；叫喊 n.哭；叫喊声,人教初中九年级
field,fild,,n.田野；（运动）场地,人教初中九年级
hug,hʌɡ,,v.拥抱；搂抱 n.拥抱；搂抱,人教初中九年级
lift,lɪft,,v.举起；抬高,人教初中九年级
talk back,,,回嘴；顶嘴,人教初中九年级
awful,'ɔfl,,a.很坏的；讨厌的,人教初中九年级
teen,tin,,n.十几岁（十三至十九岁之间）,人教初中九年级
regret,rɪ'ɡrɛt,,v.感到遗憾；懊悔,人教初中九年级
poem,'poəm,,n.诗；韵文,人教初中九年级
bedroom,'bɛdrum,,n.卧室,人教初中九年级
community,kəˈmjunətɪ,,n.社区；社团;团体,人教初中九年级
keep away from,,,避免接近；远离,人教初中九年级
chance,tʃæns,,n.机会；可能性,人教初中九年级
make one’s own decision,,,自己做决定,人教初中九年级
manage,'mænɪdʒ,,v.完成（困难的事）；应付（困难局面）,人教初中九年级
society,səˈsaɪətɪ,,n.社会,人教初中九年级
unit,'junɪt,,n.单元；单位,人教初中九年级
educate,'ɛdʒuket,,v.教育；教导,人教初中九年级
get in the way of,,,挡...的路；妨碍,人教初中九年级
professional,prə'fɛʃənl,,a.专业的；职业的,人教初中九年级
enter,'ɛntɚ,,v.进来；进去,人教初中九年级
support,sə'pɔrt,,v.支持 n.支持,人教初中九年级
Picasso,pi'kæsəu,,毕加索（西班牙画家）,人教初中九年级
truck,trʌk,,n.卡车；货车,人教初中九年级
rabbit,'ræbɪt,,n.兔；野兔,人教初中九年级
whose,huz,,pron.谁的；（特指）那个人的,人教初中九年级
attend,ə'tɛnd,,v.出席；参加,人教初中九年级
valuable,ˈvæljuəbəl; ˈvæljə-,,a.宝贵的；很有用的,人教初中九年级
pink,pɪŋk,,a.粉红色的 n.粉红色,人教初中九年级
picnic,'pɪknɪk,,n.野餐,人教初中九年级
somebody,'sʌmbədi,,pron.某人，有人；重要人物,人教初中九年级
anybody,'ɛnɪbɑdi,,pron.任何人,人教初中九年级
noise,nɔɪz,,n.声音；噪音,人教初中九年级
policeman,pə'lismən,,n.男警察,人教初中九年级
wolf,wʊlf,,n.狼,人教初中九年级
laboratory,ˈlæbrəˌtɔrɪ,,n.实验室,人教初中九年级
coat,kot,,n.外套；外衣,人教初中九年级
sleepy,'slipi,,a.困倦的；瞌睡的,人教初中九年级
pocket,'pɑkɪt,,n.衣袋；口袋,人教初中九年级
alien,"ˈeliən,ˈeljən",,n.外星人；外侨，外国人,人教初中九年级
suit,sut,,n.西服；套装,人教初中九年级
express,ɪk'sprɛs,,v.表示；表达,人教初中九年级
not only … but also,,,不但...而且,人教初中九年级
circle,'sɝkl,,n.圆圈 v.圈出,人教初中九年级
Britain,'brɪtn,,n.( Great Britain) 大不列颠,人教初中九年级
receive,rɪ'siv,,v.接受；收到,人教初中九年级
leader,'lidɚ,,n.领导；领袖,人教初中九年级
midsummer,",mɪd'sʌmɚ",,n.仲夏；中夏,人教初中九年级
medical,'mɛdɪkl,,a.医疗的；医学的,人教初中九年级
prevent,pri'vɛnt,,v.阻止；阻挠,人教初中九年级
energy,'ɛnɚdʒi,,n.精力，力量,人教初中九年级
position,pə'zɪʃən,,n.位置；地方,人教初中九年级
burial,'bɛrɪəl,,n.埋葬；安葬,人教初中九年级
honor,ɑnɚ,,n.( honour) 尊重；表示敬意；荣幸,人教初中九年级
ancestor,'ænsɛstɚ,,n.祖宗；祖先,人教初中九年级
victory,'vɪktəri,,n.胜利；成功,人教初中九年级
enemy,'ɛnəmi,,n.敌人；仇人,人教初中九年级
period,'pɪrɪəd,,n.一段时间；时期,人教初中九年级
mystery,ˈmɪstri,,n.奥秘；神秘事物,人教初中九年级
Stonehenge,",ston'hɛndʒ",,巨石阵,人教初中九年级
Carla,'kɑ:lə,,卡拉（女名）,人教初中九年级
J. K. Rowling,,,J. K. 罗琳（英国作家）,人教初中九年级
Victor,'vɪktɚ,,维克托（男名）,人教初中九年级
Jean,dʒiːn,,琼（女名）,人教初中九年级
Paul Stoker,,,保罗 • 斯托克,人教初中九年级
prefer,prɪ'fɝ,,v.更喜欢,人教初中九年级
lyrics,'lɪrɪks,,n.(pl) 歌词,人教初中九年级
Australian,ɑ'strelɪən,,a.澳大利亚的；澳大利亚人的 n.澳大利亚人,人教初中九年级
electronic,ɪˌlɛkˈtrɑnɪk,,a.电子的；电子设备的,人教初中九年级
suppose,sə'poz,,v.推断；料想,人教初中九年级
smooth,smʊð,,a.平滑的；悦耳的,人教初中九年级
spare,spɛr,,a.空闲的；不用的,人教初中九年级
case,kes,,n.情况；实情,人教初中九年级
in that case,,,既然那样；假使那样的话,人教初中九年级
war,wɔr,,n.战争；战争状态,人教初中九年级
director,"dəˈrɛktɚ, daɪ-",,n.部门负责人；导演,人教初中九年级
dialogue,ˈdaɪəˌlɔɡ,,n.(dialog) 对话；对白,人教初中九年级
documentary,'dɑkjə'mɛntri,,n.纪录片,人教初中九年级
drama,'drɑmə,,n.戏；剧,人教初中九年级
plenty,'plɛnti,,pron.大量；众多,人教初中九年级
plenty of,,,大量；充足,人教初中九年级
shut,ʃʌt,,"v.(过去式 shut, 过去分词 shut) 关闭；关上",人教初中九年级
superhero,'supɚhɪro,,n.超级英雄,人教初中九年级
horror,'hɔrɚ,,n.震惊；恐惧,人教初中九年级
thriller,'θrɪlɚ,,n.惊险电影（小说、戏剧）,人教初中九年级
intelligent,ɪn'tɛlɪdʒənt,,a.有才智的；聪明的,人教初中九年级
sense,sɛns,,n.感觉；意识 v.感觉到；意识到,人教初中九年级
pain,pen,,n.痛苦；苦恼,人教初中九年级
reflect,rɪ'flɛkt,,v.映出；照出；反映,人教初中九年级
perform,pɚ'fɔrm,,v.表演；执行,人教初中九年级
amazing,ə'mezɪŋ,,a.令人惊奇的； 令人惊喜的,人教初中九年级
pity,'pɪti,,n.遗憾；怜悯,人教初中九年级
total,'totl,,n.总数；合计 a.总的；全体的,人教初中九年级
in total,,,总共；合计,人教初中九年级
master,'mæstɚ,,n.能手；主人 v.掌握,人教初中九年级
praise,prez,,v.表扬；赞扬 n.表扬；赞扬,人教初中九年级
national,'næʃnəl,,a.国家的；民族的 n.〔侨居国外的〕(某国)国民，侨民,人教初中九年级
recall,'rikɔl,,v.回忆起；回想起,人教初中九年级
wound,wund,,n.伤；伤口；创伤,人教初中九年级
World War II,,,第二次世界大战,人教初中九年级
Titanic,taɪ'tænɪk,,泰坦尼克号（轮船名）；《泰坦尼克号》（电影名）,人教初中九年级
Carmen,'kɑ:mən,,卡门（女名）,人教初中九年级
Dan,dæn,,丹 • 德维什,人教初中九年级
custom,'kʌstəm,,n.风俗；习俗,人教初中九年级
bow,baʊ,,v.鞠躬,人教初中九年级
kiss,kɪs,,v.亲吻；接吻 n.亲吻；接吻,人教初中九年级
greet,ɡrit,,v.打招呼；迎接,人教初中九年级
value,'vælju,,v.重视；珍视 n.价值,人教初中九年级
everyday,'ɛvrɪde,,a.每天的；日常的,人教初中九年级
drop by,,,顺便访问；随便进入,人教初中九年级
capital,'kæpɪtl,,n.首都；国都,人教初中九年级
noon,nun,,n.正午；中午,人教初中九年级
mad,mæd,,a.很生气；疯的,人教初中九年级
get mad,,,大动肝火；气愤,人教初中九年级
make an effort,,,作出努力,人教初中九年级
traffic,'træfɪk,,n.交通；路上行驶的车辆,人教初中九年级
somewhere,'sʌmwɛr,,ad.在某处；到某处,人教初中九年级
passport,'pæspɔrt,,n.护照,人教初中九年级
chalk,tʃɔk,,n.粉笔,人教初中九年级
blackboard,'blækbɔrd,,n.黑板,人教初中九年级
northern,'nɔrðɚn,,a.北方的；北部的,人教初中九年级
coast,kost,,n.海岸；海滨,人教初中九年级
season,'sizn,,n.季；季节,人教初中九年级
knock,nɑk,,v.敲门（窗）；敲；击,人教初中九年级
eastern,'istɚn,,a.东方的；东部的,人教初中九年级
worth,wɝθ,,a.值得；值…钱的,人教初中九年级
manner,'mænɚ,,n.方式；方法；(pl) 礼貌；礼仪,人教初中九年级
empty,ˈɛmptɪ,,a.空的；空洞的,人教初中九年级
basic,'besɪk,,a.基本的；基础的,人教初中九年级
exchange,ɪks'tʃendʒ,,n.交换 v.交换,人教初中九年级
go out of one’s way,,,特地；格外努力,人教初中九年级
make ... feel at home,,,使（某人）感到宾至如归,人教初中九年级
granddaughter,'ɡrændɔtɚ,,n.（外）孙女,人教初中九年级
behave,bɪ'hev,,v.表现；举止,人教初中九年级
except,ɪk'sɛpt,,prep.除...之外 conj.除了；只是,人教初中九年级
elbow,'ɛlbo,,n.肘；胳膊,人教初中九年级
gradually,'grædʒʊəli,,ad.逐步地；渐进地,人教初中九年级
suggestion,sə'dʒɛstʃən,,n.建议,人教初中九年级
Brazil,brə'zil,,巴西,人教初中九年级
Mexico,'mɛksɪko,,墨西哥,人教初中九年级
Cali,'kɑ:li,,卡利（哥伦比亚城市）,人教初中九年级
Colombia  VmbI,,,哥伦比亚（南美洲国家）,人教初中九年级
Lausanne,lo'zæn,,洛桑（瑞士城市）,人教初中九年级
Norway,'nɔrweɪ,,挪威,人教初中九年级
Maria,'mɛərɪr,,玛丽亚（女名）,人教初中九年级
Katie,'keiti,,凯蒂（女名）,人教初中九年级
Sato,,,佐藤（日本姓氏）,人教初中九年级
Marie,'mɑ:ri,,玛丽（女名）；马里（男名）,人教初中九年级
Teresa Lopez Upez,,,特蕾莎 • 洛佩斯（人名）,人教初中九年级
Marc LeBlanc,,,马克 • 勒布朗（人名）,人教初中九年级
the more … the more,,,越...越... ； 愈...愈...,人教初中九年级
leave out,,,不包括；不提及；忽略,人教初中九年级
friendship,'frɛndʃɪp,,n.友谊；友情,人教初中九年级
king,kɪŋ,,n.君主；国王,人教初中九年级
prime,praɪm,,a.首要的；基本的,人教初中九年级
minister,'mɪnɪstɚ,,n.大臣；部长,人教初中九年级
prime minister,,,n.总理; 首相,人教初中九年级
fame,fem,,n.名声；声誉,人教初中九年级
pale,pel,,a.苍白的；灰白的,人教初中九年级
queen,kwin,,n.王后；女王,人教初中九年级
examine,ɪg'zæmɪn,,v.（仔细地）检查；检验,人教初中九年级
nor,nɔr,,conj.也不 ad.也不,人教初中九年级
neither ... nor,,,既不...也不,人教初中九年级
palace,ˈpælɪs,,n.王宫；宫殿,人教初中九年级
power,'paʊɚ,,n.权利；力量,人教初中九年级
wealth,wɛlθ,,n.富裕；丰裕,人教初中九年级
grey,ɡre,,a.灰色的；（天空）阴沉的；昏暗的,人教初中九年级
lemon,'lɛmən,,n.柠檬,人教初中九年级
cancel,'kænsl,,v.取消；终止,人教初中九年级
weight,wet,,n.重量；分量,人教初中九年级
shoulder,'ʃoldɚ,,n.肩；肩膀,人教初中九年级
goal,ɡol,,n.目标；球门；射门,人教初中九年级
coach,kotʃ,,n.教练；私人教师,人教初中九年级
kick,kɪk,,v.踢；踹,人教初中九年级
teammate,'tim'met,,n.同队队员；队友,人教初中九年级
courage,'kɝrɪdʒ,,n.勇敢；勇气,人教初中九年级
rather,'ræðɚ,,ad.相当；宁愿,人教初中九年级
rather than,,,而不是,人教初中九年级
pull,pʊl,,v.拉；拖,人教初中九年级
pull together,,,齐心协力；通力合作,人教初中九年级
relief,rɪ'lif,,n.轻松；解脱,人教初中九年级
nod,nɑd,,v.点头,人教初中九年级
agreement,ə'grimənt,,n.（意见或看法）一致；同意,人教初中九年级
fault,fɔlt,,n.过失；缺点,人教初中九年级
disappoint,'dɪsə'pɔɪnt,,v.使失望,人教初中九年级
Bert,bə:t,,伯特（男名）,人教初中九年级
Holly,'hɑli,,霍莉（女名）,人教初中九年级
backpack,'bæk'pæk,,n.背包；旅行包,人教初中九年级
oversleep,ovə'slip,,"v.(过去式 overslept, 过去分词 overslept) 睡过头；睡得太久",人教初中九年级
give ... a lift,,,捎（某人）一程,人教初中九年级
miss,mɪs,,v.错过；未得到,人教初中九年级
unexpected,'ʌnɪk'spɛktɪd,,a.出乎意料的；始料不及的,人教初中九年级
block,blɑk,,n.街区,人教初中九年级
worker,'wɝkɚ,,n.工作者；工人,人教初中九年级
stare,stɛr,,v.盯着看；凝视,人教初中九年级
